,Make,Model,Vehicle_Type,Engine_Capacity,Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km),vehicle_age,Distance_Driven_Last_Month,Fuel_Consumed_Last_Month
4411,AUDI,Q3 QUATTRO,Four-Wheeler,2.0,4,AS6,Diesel,11.9,8.4,10.3,27,240,4,900.0,92.7
4412,AUDI,Q5,Four-Wheeler,2.0,4,AS7,Diesel,10.4,8.6,9.6,29,226,4,900.0,86.4
4413,AUDI,Q7,Four-Wheeler,2.0,4,AS8,Diesel,12.2,9.5,11.0,26,258,4,900.0,99.0
4414,AUDI,Q7,Four-Wheeler,3.0,6,AS8,Diesel,12.6,9.4,11.1,25,260,4,1000.0,111.0
4415,AUDI,R8,Four-Wheeler,5.2,10,AM7,Diesel,16.0,9.5,13.1,22,304,5,1220.0,159.82
4416,AUDI,R8 QUATTRO,Four-Wheeler,5.2,10,AM7,Diesel,17.1,11.3,14.5,19,338,5,1220.0,176.9
4417,AUDI,R8 SPYDER,Four-Wheeler,5.2,10,AM7,Diesel,17.1,11.3,14.5,19,338,5,1220.0,176.9
4418,AUDI,RS 3,Four-Wheeler,2.5,5,AM7,Diesel,12.4,8.3,10.5,27,248,4,950.0,99.75
4419,AUDI,RS 5,Four-Wheeler,2.9,6,AM8,Diesel,12.9,8.9,11.1,25,260,4,990.0,109.89
4420,AUDI,RS 7,Four-Wheeler,4.0,8,AS8,Diesel,17.0,9.6,13.7,21,318,5,1100.0,150.7
4421,AUDI,S3,Four-Wheeler,2.0,4,AM7,Diesel,10.6,8.3,9.6,29,223,4,900.0,86.4
4422,AUDI,S4,Four-Wheeler,3.0,6,AM8,Diesel,11.5,8.0,9.9,29,232,4,1000.0,99.0
4423,AUDI,S5,Four-Wheeler,3.0,6,AM8,Diesel,11.5,8.0,9.9,29,232,4,1000.0,99.0
4424,AUDI,S5 CABRIOLET,Four-Wheeler,3.0,6,AM8,Diesel,11.9,8.1,10.2,28,239,4,1000.0,102.0
4425,AUDI,S5 SPORTBACK,Four-Wheeler,3.0,6,AM8,Diesel,11.5,8.0,9.9,29,232,4,1000.0,99.0
4426,AUDI,S6,Four-Wheeler,4.0,8,AM7,Diesel,15.0,10.0,12.8,22,298,5,1100.0,140.8
4427,AUDI,S7,Four-Wheeler,4.0,8,AM7,Diesel,15.0,10.0,12.8,22,298,5,1100.0,140.8
4428,AUDI,S8,Four-Wheeler,4.0,8,AS8,Diesel,16.2,9.9,13.4,21,313,5,1100.0,147.4
4429,AUDI,SQ5,Four-Wheeler,3.0,6,AM8,Diesel,12.7,10.0,11.5,25,270,5,1000.0,115.0
4430,AUDI,TT COUPE QUATTRO,Four-Wheeler,2.0,4,AM6,Petrol,10.1,7.8,9.1,31,209,4,700.0,63.7
4431,AUDI,TT ROADSTER QUATTRO,Four-Wheeler,2.0,4,AM6,Petrol,10.1,7.8,9.1,31,209,4,700.0,63.7
4432,AUDI,TT RS,Four-Wheeler,2.5,5,AM7,Diesel,12.3,8.2,10.5,27,245,4,950.0,99.75
4433,AUDI,TTS COUPE,Four-Wheeler,2.0,4,AM6,Diesel,10.3,8.6,9.5,30,222,4,900.0,85.5
4434,BENTLEY,BENTAYGA,Four-Wheeler,6.0,12,AS8,Diesel,18.8,12.2,15.9,18,370,6,1200.0,190.8
4435,BENTLEY,CONTINENTAL GT CONVERTIBLE,Four-Wheeler,6.0,12,AS8,Diesel,20.4,12.0,16.6,17,389,6,1200.0,199.2
4436,BENTLEY,CONTINENTAL SUPERSPORTS,Four-Wheeler,6.0,12,AS8,Diesel,20.4,12.0,16.6,17,389,6,1200.0,199.2
4437,BENTLEY,FLYING SPUR,Four-Wheeler,4.0,8,AS8,Diesel,18.8,10.7,15.1,19,353,5,1100.0,166.1
4438,BENTLEY,FLYING SPUR,Four-Wheeler,6.0,12,AS8,Diesel,20.4,12.0,16.6,17,389,6,1200.0,199.2
4439,BENTLEY,MULSANNE,Four-Wheeler,6.8,8,AS8,Diesel,20.9,13.0,17.3,16,405,6,1280.0,221.44
4440,BMW,230i COUPE,Four-Wheeler,2.0,4,AS8,Diesel,9.8,6.8,8.4,34,197,4,900.0,75.6
4441,BMW,230i COUPE,Four-Wheeler,2.0,4,M6,Diesel,11.1,7.3,9.4,30,219,4,900.0,84.6
4442,BMW,230i xDRIVE CABRIOLET,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.9,32,208,4,900.0,80.1
4443,BMW,230i xDRIVE COUPE,Four-Wheeler,2.0,4,AS8,Diesel,9.9,7.1,8.6,33,202,4,900.0,77.4
4444,BMW,328d xDRIVE,Four-Wheeler,2.0,4,AS8,CNG,7.8,5.9,7.0,40,184,4,700.0,49.0
4445,BMW,328d xDRIVE TOURING,Four-Wheeler,2.0,4,AS8,CNG,7.8,5.9,7.0,40,184,4,700.0,49.0
4446,BMW,330i xDRIVE,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.9,32,208,4,900.0,80.1
4447,BMW,330i xDRIVE GRAN TURISMO,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.9,32,208,4,900.0,80.1
4448,BMW,330i xDRIVE TOURING,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.9,32,208,4,900.0,80.1
4449,BMW,340i,Four-Wheeler,3.0,6,AS8,Diesel,9.2,6.2,7.8,36,183,4,1000.0,78.0
4450,BMW,340i,Four-Wheeler,3.0,6,M6,Diesel,12.1,8.1,10.3,27,240,4,1000.0,103.0
4451,BMW,340i xDRIVE,Four-Wheeler,3.0,6,AS8,Diesel,11.1,7.5,9.5,30,223,4,1000.0,95.0
4452,BMW,340i xDRIVE,Four-Wheeler,3.0,6,M6,Diesel,12.2,8.4,10.5,27,245,4,1000.0,105.0
4453,BMW,340i xDRIVE GRAN TURISMO,Four-Wheeler,3.0,6,AS8,Diesel,11.8,7.9,10.0,28,235,4,1000.0,100.0
4454,BMW,430i xDRIVE CABRIOLET,Four-Wheeler,2.0,4,AS8,Diesel,10.7,7.3,9.1,31,214,4,900.0,81.9
4455,BMW,430i xDRIVE COUPE,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.9,32,208,4,900.0,80.1
4456,BMW,430i xDRIVE GRAN COUPE,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.9,32,208,4,900.0,80.1
4457,BMW,440i COUPE,Four-Wheeler,3.0,6,AS8,Diesel,9.2,6.2,7.8,36,183,4,1000.0,78.0
4458,BMW,440i COUPE,Four-Wheeler,3.0,6,M6,Diesel,12.1,8.1,10.3,27,240,4,1000.0,103.0
4459,BMW,440i xDRIVE CABRIOLET,Four-Wheeler,3.0,6,AS8,Diesel,11.8,7.9,10.0,28,235,4,1000.0,100.0
4460,BMW,440i xDRIVE COUPE,Four-Wheeler,3.0,6,AS8,Diesel,11.1,7.5,9.5,30,223,4,1000.0,95.0
4461,BMW,440i xDRIVE COUPE,Four-Wheeler,3.0,6,M6,Diesel,12.2,8.4,10.5,27,245,4,1000.0,105.0
4462,BMW,440i xDRIVE GRAN COUPE,Four-Wheeler,3.0,6,AS8,Diesel,11.1,7.5,9.5,30,223,4,1000.0,95.0
4463,BMW,530i xDRIVE,Four-Wheeler,2.0,4,AS8,Diesel,10.2,7.2,8.9,32,208,4,900.0,80.1
4464,BMW,540i xDRIVE,Four-Wheeler,3.0,6,AS8,Diesel,11.6,8.1,10.0,28,236,4,1000.0,100.0
4465,BMW,640i xDRIVE CABRIOLET,Four-Wheeler,3.0,6,AS8,Diesel,12.3,8.4,10.5,27,248,4,1000.0,105.0
4466,BMW,640i xDRIVE GRAN COUPE,Four-Wheeler,3.0,6,AS8,Diesel,12.3,8.4,10.5,27,248,4,1000.0,105.0
4467,BMW,640i xDRIVE GRAN TURISMO,Four-Wheeler,3.0,6,AS8,Diesel,11.9,8.4,10.3,27,241,4,1000.0,103.0
4468,BMW,650i xDRIVE CABRIOLET,Four-Wheeler,4.4,8,AS8,Diesel,14.7,9.6,12.4,23,292,5,1140.0,141.36
4469,BMW,650i xDRIVE COUPE,Four-Wheeler,4.4,8,AS8,Diesel,14.0,10.0,12.2,23,286,5,1140.0,139.08
4470,BMW,650i xDRIVE GRAN COUPE,Four-Wheeler,4.4,8,AS8,Diesel,14.7,9.6,12.4,23,292,5,1140.0,141.36
4471,BMW,750i xDRIVE,Four-Wheeler,4.4,8,AS8,Diesel,14.7,9.6,12.4,23,292,5,1140.0,141.36
4472,BMW,750i xDRIVE SWB,Four-Wheeler,4.4,8,AS8,Diesel,14.3,9.4,12.1,23,283,5,1140.0,137.94
4473,BMW,ALPINA B6 xDRIVE GRAN COUPE,Four-Wheeler,4.4,8,AS8,Diesel,14.7,9.6,12.4,23,292,5,1140.0,141.36
4474,BMW,M2,Four-Wheeler,3.0,6,AM7,Diesel,11.8,8.9,10.5,27,245,4,1000.0,105.0
4475,BMW,M2,Four-Wheeler,3.0,6,M6,Diesel,13.1,9.2,11.4,25,267,4,1000.0,114.0
4476,BMW,M240i CABRIOLET,Four-Wheeler,3.0,6,AS8,Diesel,10.9,7.7,9.5,30,222,4,1000.0,95.0
4477,BMW,M240i CABRIOLET,Four-Wheeler,3.0,6,M6,Diesel,12.7,8.7,10.9,26,255,4,1000.0,109.0
4478,BMW,M240i COUPE,Four-Wheeler,3.0,6,AS8,Diesel,10.9,7.7,9.5,30,222,4,1000.0,95.0
4479,BMW,M240i COUPE,Four-Wheeler,3.0,6,M6,Diesel,12.5,8.4,10.7,26,249,4,1000.0,107.0
4480,BMW,M240i xDRIVE CABRIOLET,Four-Wheeler,3.0,6,AS8,Diesel,11.2,7.8,9.7,29,227,4,1000.0,97.0
4481,BMW,M240i xDRIVE COUPE,Four-Wheeler,3.0,6,AS8,Diesel,11.2,7.8,9.7,29,227,4,1000.0,97.0
4482,BMW,M3,Four-Wheeler,3.0,6,AM7,Diesel,13.5,9.9,11.9,24,280,5,1000.0,119.0
4483,BMW,M3,Four-Wheeler,3.0,6,M6,Diesel,13.5,9.3,11.6,24,273,4,1000.0,116.0
4484,BMW,M4 CABRIOLET,Four-Wheeler,3.0,6,AM7,Diesel,14.5,10.5,12.7,22,299,5,1000.0,127.0
4485,BMW,M4 CABRIOLET,Four-Wheeler,3.0,6,M6,Diesel,13.8,9.4,11.9,24,280,5,1000.0,119.0
4486,BMW,M4 COUPE,Four-Wheeler,3.0,6,AM7,Diesel,13.5,9.9,11.9,24,280,5,1000.0,119.0
4487,BMW,M4 COUPE,Four-Wheeler,3.0,6,M6,Diesel,13.5,9.3,11.6,24,273,4,1000.0,116.0
4488,BMW,M550i xDRIVE,Four-Wheeler,4.4,8,AS8,Diesel,14.3,9.4,12.1,23,283,5,1140.0,137.94
4489,BMW,M6 CABRIOLET,Four-Wheeler,4.4,8,AM7,Diesel,17.3,11.6,14.7,19,344,5,1140.0,167.58
4490,BMW,M6 CABRIOLET,Four-Wheeler,4.4,8,M6,Diesel,16.2,10.9,13.8,20,324,5,1140.0,157.32
4491,BMW,M6 COUPE,Four-Wheeler,4.4,8,AM7,Diesel,17.3,11.6,14.7,19,344,5,1140.0,167.58
4492,BMW,M6 COUPE,Four-Wheeler,4.4,8,M6,Diesel,16.2,10.9,13.8,20,324,5,1140.0,157.32
4493,BMW,M6 GRAN COUPE,Four-Wheeler,4.4,8,AM7,Diesel,17.3,11.6,14.7,19,344,5,1140.0,167.58
4494,BMW,M6 GRAN COUPE,Four-Wheeler,4.4,8,M6,Diesel,16.2,10.9,13.8,20,324,5,1140.0,157.32
4495,BMW,M760i xDRIVE,Four-Wheeler,6.6,12,AS8,Diesel,17.7,11.9,15.1,19,355,5,1360.0,205.36
4496,BMW,X1 xDRIVE28i,Four-Wheeler,2.0,4,AS8,Diesel,10.7,7.5,9.3,30,217,4,900.0,83.7
4497,BMW,X2 xDRIVE28i,Four-Wheeler,2.0,4,AS8,Diesel,11.0,7.7,9.5,30,222,4,900.0,85.5
4498,BMW,X3 xDRIVE30i,Four-Wheeler,2.0,4,AS8,Diesel,10.8,8.0,9.5,30,223,4,900.0,85.5
4499,BMW,X3 M40i,Four-Wheeler,3.0,6,AS8,Diesel,11.7,8.6,10.3,27,241,4,1000.0,103.0
4500,BMW,X4 xDRIVE28i,Four-Wheeler,2.0,4,AS8,Diesel,11.8,8.6,10.3,27,240,4,900.0,92.7
4501,BMW,X4 M40i,Four-Wheeler,3.0,6,AS8,Diesel,12.9,9.5,11.4,25,266,4,1000.0,114.0
4502,BMW,X5 xDRIVE35d,Four-Wheeler,3.0,6,AS8,CNG,10.3,8.0,9.3,30,246,4,800.0,74.4
4503,BMW,X5 xDRIVE35i,Four-Wheeler,3.0,6,AS8,Diesel,13.0,9.8,11.5,25,270,5,1000.0,115.0
4504,BMW,X5 xDRIVE50i,Four-Wheeler,4.4,8,AS8,Diesel,15.4,11.2,13.5,21,317,5,1140.0,153.9
4505,BMW,X5 M,Four-Wheeler,4.4,8,AS8,Diesel,16.6,12.1,14.6,19,341,5,1140.0,166.44
4506,BMW,X6 xDRIVE35i,Four-Wheeler,3.0,6,AS8,Diesel,13.0,9.8,11.5,25,270,5,1000.0,115.0
4507,BMW,X6 xDRIVE50i,Four-Wheeler,4.4,8,AS8,Diesel,15.4,11.2,13.5,21,317,5,1140.0,153.9
4508,BMW,X6 M,Four-Wheeler,4.4,8,AS8,Diesel,16.6,12.1,14.6,19,341,5,1140.0,166.44
4509,BUGATTI,CHIRON,Four-Wheeler,8.0,16,AM7,Diesel,26.8,16.6,22.2,13,522,7,1400.0,310.8
4510,BUICK,ENCLAVE,Four-Wheeler,3.6,6,AS9,Petrol,12.9,9.0,11.2,25,263,4,860.0,96.32
4511,BUICK,ENCLAVE AWD,Four-Wheeler,3.6,6,AS9,Petrol,13.8,9.4,11.8,24,277,4,860.0,101.48
4512,BUICK,ENCORE,Four-Wheeler,1.4,4,AS6,Petrol,9.3,7.2,8.3,34,194,4,640.0,53.12
4513,BUICK,ENCORE (SIDI with Stop/Start),Four-Wheeler,1.4,4,AS6,Petrol,8.6,7.1,7.9,36,185,4,640.0,50.56
4514,BUICK,ENCORE AWD,Four-Wheeler,1.4,4,AS6,Petrol,9.9,7.8,8.9,32,210,4,640.0,56.96
4515,BUICK,ENCORE AWD (SIDI with Stop/Start),Four-Wheeler,1.4,4,AS6,Petrol,9.0,7.6,8.3,34,196,4,640.0,53.12
4516,BUICK,ENVISION AWD,Four-Wheeler,2.0,4,A6,Diesel,11.8,9.1,10.6,27,248,4,900.0,95.4
4517,BUICK,ENVISION AWD,Four-Wheeler,2.5,4,A6,Petrol,11.1,8.6,10.0,28,234,4,750.0,75.0
4518,BUICK,LACROSSE,Four-Wheeler,3.6,6,AS9,Petrol,11.3,7.9,9.7,29,228,4,860.0,83.42
4519,BUICK,LACROSSE eASSIST,Four-Wheeler,2.5,4,A6,Petrol,9.3,6.7,8.1,35,190,4,750.0,60.75
4520,BUICK,LACROSSE AWD,Four-Wheeler,3.6,6,AS9,Petrol,11.8,8.0,10.1,28,237,4,860.0,86.86
4521,BUICK,REGAL,Four-Wheeler,2.0,4,AS9,Diesel,10.7,7.4,9.2,31,217,4,900.0,82.8
4522,BUICK,REGAL AWD,Four-Wheeler,2.0,4,AS8,Diesel,11.0,8.0,9.6,29,227,4,900.0,86.4
4523,BUICK,REGAL AWD,Four-Wheeler,3.6,6,AS9,Petrol,12.4,8.7,10.7,26,250,4,860.0,92.02
4524,CADILLAC,ATS,Four-Wheeler,2.0,4,AS8,Diesel,10.5,7.7,9.2,31,216,4,900.0,82.8
4525,CADILLAC,ATS,Four-Wheeler,2.0,4,M6,Diesel,12.0,8.2,10.3,27,240,4,900.0,92.7
4526,CADILLAC,ATS,Four-Wheeler,3.6,6,AS8,Petrol,11.6,8.0,10.0,28,234,4,860.0,86.0
4527,CADILLAC,ATS AWD,Four-Wheeler,2.0,4,AS8,Diesel,10.8,7.9,9.5,30,222,4,900.0,85.5
4528,CADILLAC,ATS AWD,Four-Wheeler,3.6,6,AS8,Petrol,12.1,8.6,10.5,27,247,4,860.0,90.3
4529,CADILLAC,ATS-V,Four-Wheeler,3.6,6,AS8,Diesel,13.9,9.4,11.9,24,291,5,1060.0,126.14
4530,CADILLAC,ATS-V,Four-Wheeler,3.6,6,M6,Diesel,14.4,10.4,12.6,22,295,5,1060.0,133.56
4531,CADILLAC,CT6,Four-Wheeler,2.0,4,AS8,Diesel,11.0,7.8,9.5,30,224,4,900.0,85.5
4532,CADILLAC,CT6 AWD,Four-Wheeler,3.0,6,AS8,Diesel,13.0,9.1,11.2,25,263,4,1000.0,112.0
4533,CADILLAC,CT6 AWD,Four-Wheeler,3.6,6,AS8,Petrol,13.0,8.9,11.1,25,261,4,860.0,95.46
4534,CADILLAC,CTS,Four-Wheeler,2.0,4,AS8,Diesel,11.0,7.8,9.5,30,224,4,900.0,85.5
4535,CADILLAC,CTS,Four-Wheeler,3.6,6,AS8,Petrol,11.6,8.0,10.0,28,234,4,860.0,86.0
4536,CADILLAC,CTS AWD,Four-Wheeler,2.0,4,AS8,Diesel,11.2,8.2,9.8,29,229,4,900.0,88.2
4537,CADILLAC,CTS AWD,Four-Wheeler,3.6,6,AS8,Petrol,12.1,8.6,10.5,27,247,4,860.0,90.3
4538,CADILLAC,CTS Vsport,Four-Wheeler,3.6,6,AS8,Diesel,15.0,9.9,12.7,22,311,5,1060.0,134.62
4539,CADILLAC,CTS-V,Four-Wheeler,6.2,8,AS8,Diesel,16.5,11.1,14.0,20,329,5,1320.0,184.8
4540,CADILLAC,ESCALADE 4WD,Four-Wheeler,6.2,8,A10,Diesel,16.6,10.9,14.0,20,329,5,1320.0,184.8
4541,CADILLAC,XT5,Four-Wheeler,3.6,6,AS8,Petrol,12.1,8.9,10.6,27,250,4,860.0,91.16
4542,CADILLAC,XT5 AWD,Four-Wheeler,3.6,6,AS8,Petrol,12.8,9.3,11.2,25,263,4,860.0,96.32
4543,CADILLAC,XTS,Four-Wheeler,3.6,6,AS6,Petrol,13.2,8.5,11.1,25,260,4,860.0,95.46
4544,CADILLAC,XTS AWD,Four-Wheeler,3.6,6,AS6,Petrol,13.7,9.0,11.6,24,272,4,860.0,99.76
4545,CADILLAC,XTS Vsport AWD,Four-Wheeler,3.6,6,AS6,Diesel,15.0,10.2,12.8,22,302,5,1060.0,135.68
4546,CHEVROLET,CAMARO,Four-Wheeler,2.0,4,AS8,Diesel,10.8,7.6,9.4,30,220,4,900.0,84.6
4547,CHEVROLET,CAMARO,Four-Wheeler,2.0,4,M6,Diesel,11.9,7.9,10.1,28,235,4,900.0,90.9
4548,CHEVROLET,CAMARO,Four-Wheeler,3.6,6,AS8,Petrol,12.3,8.2,10.4,27,246,4,860.0,89.44
4549,CHEVROLET,CAMARO,Four-Wheeler,3.6,6,M6,Petrol,14.4,8.4,11.7,24,274,4,860.0,100.62
4550,CHEVROLET,CAMARO SS,Four-Wheeler,6.2,8,AS8,Diesel,14.2,8.7,11.7,24,273,4,1320.0,154.43999999999997
4551,CHEVROLET,CAMARO SS,Four-Wheeler,6.2,8,M6,Diesel,14.3,9.4,12.1,23,284,5,1320.0,159.72
4552,CHEVROLET,CAMARO ZL1,Four-Wheeler,6.2,8,AS10,Diesel,18.8,11.3,15.4,18,361,5,1320.0,203.28
4553,CHEVROLET,CAMARO ZL1,Four-Wheeler,6.2,8,M6,Diesel,17.1,12.0,14.8,19,348,5,1320.0,195.36
4554,CHEVROLET,CITY EXPRESS,Commercial,2.0,4,AV,Petrol,9.8,8.8,9.3,30,218,4,700.0,65.10000000000001
4555,CHEVROLET,COLORADO,Commercial,2.5,4,A6,Petrol,12.1,9.2,10.8,26,253,4,750.0,81.00000000000001
4556,CHEVROLET,COLORADO,Commercial,2.5,4,M6,Petrol,11.9,9.2,10.7,26,251,4,750.0,80.24999999999999
4557,CHEVROLET,COLORADO,Commercial,2.8,4,A6,CNG,10.8,8.0,9.6,29,257,4,780.0,74.88
4558,CHEVROLET,COLORADO,Commercial,3.6,6,A8,Petrol,13.4,9.6,11.7,24,274,4,860.0,100.62
4559,CHEVROLET,COLORADO 4WD,Commercial,2.5,4,A6,Petrol,12.6,9.8,11.3,25,266,4,750.0,84.75
4560,CHEVROLET,COLORADO 4WD,Commercial,2.8,4,A6,CNG,12.1,8.3,10.4,27,279,4,780.0,81.12
4561,CHEVROLET,COLORADO 4WD,Commercial,3.6,6,A8,Petrol,14.1,10.0,12.2,23,288,5,860.0,104.92
4562,CHEVROLET,COLORADO ZR2 4WD,Commercial,2.8,4,A6,CNG,12.5,10.7,11.7,24,315,5,780.0,91.26
4563,CHEVROLET,COLORADO ZR2 4WD,Commercial,3.6,6,A8,Petrol,15.0,13.0,14.1,20,331,5,860.0,121.26
4564,CHEVROLET,CORVETTE,Four-Wheeler,6.2,8,AS8,Diesel,15.5,9.2,12.7,22,297,5,1320.0,167.64
4565,CHEVROLET,CORVETTE,Four-Wheeler,6.2,8,M7,Diesel,14.2,9.0,11.9,24,278,4,1320.0,157.08
4566,CHEVROLET,CORVETTE Z06,Four-Wheeler,6.2,8,AS8,Diesel,17.6,10.3,14.3,20,336,5,1320.0,188.76
4567,CHEVROLET,CORVETTE Z06,Four-Wheeler,6.2,8,M7,Diesel,15.6,10.6,13.4,21,312,5,1320.0,176.88
4568,CHEVROLET,CRUZE,Four-Wheeler,1.4,4,AS6,Petrol,8.0,5.9,7.1,40,166,4,640.0,45.44
4569,CHEVROLET,CRUZE,Four-Wheeler,1.4,4,M6,Petrol,8.6,5.8,7.4,38,172,4,640.0,47.36
4570,CHEVROLET,CRUZE PREMIER,Four-Wheeler,1.4,4,AS6,Petrol,8.1,6.0,7.2,39,169,4,640.0,46.08
4571,CHEVROLET,CRUZE DIESEL,Four-Wheeler,1.6,4,A9,CNG,7.7,5.0,6.5,43,175,4,660.0,42.9
4572,CHEVROLET,CRUZE DIESEL,Four-Wheeler,1.6,4,M6,CNG,7.8,4.6,6.3,45,170,4,660.0,41.58
4573,CHEVROLET,CRUZE HATCHBACK,Four-Wheeler,1.4,4,AS6,Petrol,8.1,6.2,7.3,39,172,4,640.0,46.72
4574,CHEVROLET,CRUZE HATCHBACK,Four-Wheeler,1.4,4,M6,Petrol,8.6,6.2,7.5,38,175,4,640.0,48.0
4575,CHEVROLET,CRUZE HATCHBACK PREMIER,Four-Wheeler,1.4,4,AS6,Petrol,8.4,6.4,7.5,38,176,4,640.0,48.0
4576,CHEVROLET,CRUZE HATCHBACK DIESEL,Four-Wheeler,1.6,4,A9,CNG,7.8,5.2,6.6,43,178,4,660.0,43.56
4577,CHEVROLET,CRUZE HATCHBACK DIESEL,Four-Wheeler,1.6,4,M6,CNG,8.1,4.9,6.7,42,180,4,660.0,44.22
4578,CHEVROLET,EQUINOX,Four-Wheeler,1.5,4,A6,Petrol,9.2,7.3,8.3,34,195,4,650.0,53.95000000000001
4579,CHEVROLET,EQUINOX,Four-Wheeler,1.6,4,A6,CNG,8.5,6.0,7.4,38,198,4,660.0,48.84
4580,CHEVROLET,EQUINOX AWD,Four-Wheeler,1.5,4,A6,Petrol,9.8,7.9,8.9,32,209,4,650.0,57.85
4581,CHEVROLET,EQUINOX AWD,Four-Wheeler,1.6,4,A6,CNG,8.5,6.1,7.4,38,198,4,660.0,48.84
4582,CHEVROLET,EQUINOX AWD,Four-Wheeler,2.0,4,A9,Diesel,10.9,8.3,9.7,29,228,4,900.0,87.3
4583,CHEVROLET,IMPALA,Four-Wheeler,2.5,4,AS6,Petrol,10.9,7.9,9.5,30,224,4,750.0,71.25
4584,CHEVROLET,IMPALA FFV,Four-Wheeler,3.6,6,AS6,Petrol,12.7,8.5,10.8,26,254,4,860.0,92.88
4585,CHEVROLET,IMPALA FFV,Four-Wheeler,3.6,6,AS6,Electric,17.2,11.6,14.6,19,245,5,760.0,110.96
4586,CHEVROLET,MALIBU,Four-Wheeler,1.5,4,A6,Petrol,8.8,6.5,7.8,36,181,4,650.0,50.7
4587,CHEVROLET,MALIBU,Four-Wheeler,2.0,4,A9,Diesel,10.5,7.4,9.1,31,213,4,900.0,81.9
4588,CHEVROLET,MALIBU HYBRID,Four-Wheeler,1.8,4,AV,Petrol,4.8,5.5,5.1,55,121,4,680.0,34.67999999999999
4589,CHEVROLET,SILVERADO FFV,Commercial,4.3,6,A6,Petrol,13.4,10.0,11.8,24,278,5,930.0,109.74
4590,CHEVROLET,SILVERADO FFV,Commercial,4.3,6,A6,Electric,19.3,14.4,17.1,17,284,5,830.0,141.93
4591,CHEVROLET,SILVERADO,Commercial,5.3,8,A6,Petrol,14.6,10.3,12.7,22,298,5,1030.0,130.81
4592,CHEVROLET,SILVERADO FFV,Commercial,5.3,8,A6,Petrol,14.6,10.3,12.7,22,298,5,1030.0,130.81
4593,CHEVROLET,SILVERADO FFV,Commercial,5.3,8,A6,Electric,19.7,13.9,17.1,17,283,5,930.0,159.03000000000003
4594,CHEVROLET,SILVERADO,Commercial,5.3,8,A8,Petrol,14.9,10.9,13.1,22,307,5,1030.0,134.93
4595,CHEVROLET,SILVERADO,Commercial,6.2,8,A8,Diesel,15.9,11.2,13.8,20,324,5,1320.0,182.16
4596,CHEVROLET,SILVERADO eASSIST,Commercial,5.3,8,A8,Petrol,13.4,10.0,11.8,24,278,5,1030.0,121.54
4597,CHEVROLET,SILVERADO 4WD FFV,Commercial,4.3,6,A6,Petrol,14.1,10.6,12.5,23,294,5,930.0,116.25
4598,CHEVROLET,SILVERADO 4WD FFV,Commercial,4.3,6,A6,Electric,20.2,15.2,18.0,16,296,6,730.0,131.4
4599,CHEVROLET,SILVERADO 4WD,Commercial,5.3,8,A6,Petrol,15.0,10.7,13.1,22,307,5,1030.0,134.93
4600,CHEVROLET,SILVERADO 4WD FFV,Commercial,5.3,8,A6,Petrol,15.0,10.7,13.1,22,307,5,1030.0,134.93
4601,CHEVROLET,SILVERADO 4WD FFV,Commercial,5.3,8,A6,Electric,21.0,15.0,18.3,15,309,6,830.0,151.89
4602,CHEVROLET,SILVERADO 4WD,Commercial,5.3,8,A8,Petrol,15.6,11.6,13.8,20,324,5,1030.0,142.14
4603,CHEVROLET,SILVERADO 4WD,Commercial,6.2,8,A8,Diesel,16.0,11.7,14.1,20,331,5,1320.0,186.12
4604,CHEVROLET,SILVERADO eASSIST 4WD,Commercial,5.3,8,A8,Petrol,14.4,11.2,13.0,22,304,5,1030.0,133.9
4605,CHEVROLET,SONIC,Four-Wheeler,1.4,4,AS6,Petrol,8.8,6.6,7.8,36,184,4,640.0,49.92
4606,CHEVROLET,SONIC,Four-Wheeler,1.4,4,M6,Petrol,8.4,6.3,7.4,38,174,4,640.0,47.36
4607,CHEVROLET,SONIC,Four-Wheeler,1.8,4,AS6,Petrol,9.3,7.0,8.3,34,193,4,680.0,56.44000000000001
4608,CHEVROLET,SONIC,Four-Wheeler,1.8,4,M5,Petrol,9.2,6.8,8.1,35,190,4,680.0,55.08
4609,CHEVROLET,SONIC 5,Four-Wheeler,1.4,4,AS6,Petrol,8.8,6.6,7.8,36,184,4,640.0,49.92
4610,CHEVROLET,SONIC 5,Four-Wheeler,1.4,4,M6,Petrol,8.4,6.3,7.4,38,174,4,640.0,47.36
4611,CHEVROLET,SONIC 5,Four-Wheeler,1.8,4,AS6,Petrol,9.3,7.0,8.3,34,193,4,680.0,56.44000000000001
4612,CHEVROLET,SONIC 5,Four-Wheeler,1.8,4,M5,Petrol,9.2,6.8,8.1,35,190,4,680.0,55.08
4613,CHEVROLET,SPARK,Four-Wheeler,1.4,4,AV,Petrol,7.8,6.2,7.1,40,167,4,640.0,45.44
